1.0,2.2334109833839984e-5,0.00010412671703896019
2.0,4.074622724171936e-6,1.208164342747669e-5
3.0,3.082545877425932e-12,8.940951701988418e-12
4.0,0.0022152509581627087,0.0054852754485342
5.0,0.0020855617620339434,0.08325520778199932
6.0,0.001835383892943672,0.0012794399081944095
7.0,0.00036810434896446205,0.007394650051489865
8.0,0.00018146954922452498,0.0002899498312765367
9.0,6.876758131414287e-5,7.199950434844532e-5
10.0,9.340036322976192e-8,2.7960755100914654e-7
11.0,5.966667016700589e-13,1.93688029620205e-12
12.0,0.0006355705326798708,0.002280346147884759
13.0,0.0005166045037691751,0.003015563328464982
14.0,7.770792831114144e-5,0.00019907453529825273
15.0,8.0059992483594e-6,2.1812802929818794e-5
16.0,4.125741543268761e-8,1.2378050555425177e-7
17.0,3.6250180480060637e-12,1.086680366512251e-11
18.0,1.8956273889973855e-5,0.00013113290395544268
19.0,8.355016504905761e-6,2.4644049862222688e-5
20.0,4.052516105483261e-12,1.1508345899543373e-11
21.0,0.00018799510287928717,0.0005931811865851121
22.0,0.0001299627498958379,0.0027111266696121052
23.0,0.00012805834011244538,0.001312823978065925
24.0,0.00012349218420116878,0.0004381968614211083
25.0,0.00011997393548200761,0.00016426433673844197
26.0,1.4805673364787564e-5,4.6968176464780656e-5
27.0,2.959090771533119e-10,8.875602340534577e-10
28.0,4.7407342085597136e-12,1.427445775901711e-11
29.0,0.007596936454449258,0.0009732091202832476
30.0,0.004644923160156957,0.10530585168319637
31.0,0.0026630159429347267,0.24190256188740228
32.0,0.0003378973934196008,0.04821359898294914
33.0,2.477475426022828e-5,0.00016339545676414722
34.0,7.573652557327091e-11,2.273012662075191e-10
35.0,3.482486610492899e-13,9.330946247199827e-13
36.0,0.010856340413606988,0.02495115796456763
37.0,0.0010823381132597204,0.05387022806303387
38.0,0.00023344225966823022,0.0004294708603741683
39.0,1.8631456964991127e-5,4.5617987431980996e-5
40.0,7.0539498457404e-8,2.1145349348555266e-7
41.0,3.951697886000484e-13,1.8111190422188218e-12
42.0,0.00703058673920694,0.0013669424997526042
43.0,0.0005383429200930864,0.0032282538344681738
44.0,0.0004922566067301581,0.022894926486889542
45.0,0.00013703104991847565,0.0009814343538341959
46.0,3.380390930066115e-5,8.796356574026545e-5
47.0,4.769483158459364e-8,1.4331052941389944e-7
48.0,1.8079077722449423e-12,5.473715805739681e-12
49.0,0.0010228302550277727,0.0024893223906618375
50.0,0.0007102711340057007,0.807489403891598
51.0,9.800580899805101e-5,0.0007178519561448026
52.0,1.3972237883522168e-8,4.1923352074514465e-8
53.0,9.151947587249943e-14,5.981004692865782e-13
